"","budget","score","year","gross","usa"
"3724",30,6.1,25,35.608245,1
"3725",70,6.5,25,25.124986,0
"3726",37,6,25,33.047633,1
"3727",27,3.6,25,38.538188,1
"3728",20,5.8,25,23.186769,0
"3729",6,7.3,25,5.359774,0
"3730",40,6.9,25,31.847881,1
"3731",35,5.9,25,39.046489,1
"3732",45,6.2,25,13.100042,1
"3733",13,6.4,25,30.017992,0
"3734",25,7.2,25,2.547047,0
"3735",0.75,5.5,25,0.077501,1
"3736",70,5.3,25,48.47529,1
"3737",28,6.1,25,37.053924,0
"3738",120,5.8,25,98.780042,1
"3739",35,5.3,25,0.016816,1
"3740",45,7.1,25,88.631237,1
"3741",30,4.9,25,21.426805,1
"3742",40,5.4,25,24.827228,1
"3743",36,6,25,99.96767,0
"3744",12,7.1,25,1.187711,1
"3745",15,6.2,25,0.583455,0
"3746",5,6.8,25,9.203192,1
"3747",25,6.2,25,19.490041,0
"3748",30,6.8,25,0.53869,1
"3749",2,5.3,25,12.55523,0
"3750",79,3.4,25,74.158157,1
"3751",17,6.2,25,0.041081,1
"3752",130,6.7,25,149.260504,1
"3753",12,6.3,25,16.311571,1
"3754",63,5.5,25,108.085305,1
"3755",25,4,25,18.872522,1
"3756",37,6.9,25,72.286779,0
"3757",80,5.2,25,80.360843,1
"3758",21,6.7,25,0.970816,1
"3759",55,6,25,68.224452,1
"3760",30,6.9,25,4.463292,0
"3761",94,7.6,25,0.009213,0
"3762",3,5.8,25,0.022,0
"3763",12,5.8,25,0.969239,1
"3764",21,6.6,25,52.698535,1
"3765",30,7.2,25,26.692846,1
"3766",3,6.1,25,0.703002,0
"3767",135,5.9,25,64.006466,0
"3768",30,5.9,25,23.070045,1
"3769",5,5.8,25,104.007828,1
"3770",10,6.2,25,7.250054,1
"3771",5,6.4,25,24.81483,1
"3772",19,6.3,25,35.033759,1
"3773",14,6.5,25,0.046495,1
"3774",8,6.7,25,3.014696,0
"3775",5,5.2,25,17.686929,1
"3776",7,4.6,25,0.001887,1
"3777",75,4.4,25,133.110742,1
"3778",2,6.6,25,0.008012,0
"3779",40,5.7,25,33.035397,1
"3780",2,7,25,34.522221,1
"3781",41,6.2,25,7.204138,1
"3782",8,5.4,25,10.130219,1
"3783",13,4.4,25,0.303877,1
"3784",10,6.6,25,0.005176,1
"3785",10.92,7.6,25,0.985912,0
"3786",20,5.7,25,4.752353,1
"3787",5,6.4,25,0.001098,0
"3788",13,5.4,25,0.069136,1
"3789",6.6,5.7,25,37.295394,1
"3790",22,7.5,25,1.002895,0
"3791",32,4.4,25,37.915414,1
"3792",16.7,7.1,25,3.680306,0
"3793",8,6.1,25,0.017186,1
"3794",250,8.4,26,448.139099,0
"3795",100,8.4,26,162.805434,1
"3796",78,7.2,26,408.010692,1
"3797",220,8.1,26,623.35791,1
"3798",130,7,26,126.477084,1
"3799",180,7.9,26,303.003568,1
"3800",17,7.2,26,65.001093,1
"3801",60,7,26,80.070736,1
"3802",13,8,26,17.73857,1
"3803",102,7.5,26,27.108272,0
"3804",120,5.5,26,292.298923,1
"3805",30,7,26,42.073277,1
"3806",61,7.6,26,148.80977,0
"3807",16,7.8,26,45.512466,1
"3808",200,7.8,26,304.360277,0
"3809",42,7.2,26,138.447667,1
"3810",209,5.8,26,65.422625,1
"3811",30,7.4,26,66.486205,1
"3812",40,7.4,26,95.720716,1
"3813",170,6.1,26,155.332381,1
"3814",21,7.8,26,132.092958,1
"3815",50,6.7,26,57.011521,1
"3816",150,6.2,26,79.727149,1
"3817",230,7,26,262.030663,1
"3818",15,7.3,26,21.383298,1
"3819",44.5,7.7,26,136.025503,1
"3820",3.8,8.3,26,0.687185,0
"3821",7,6.1,26,113.721571,1
"3822",125,6.7,26,113.20387,1
"3823",45,7.6,26,19.019882,0
"3824",5,5.3,26,14.123773,1
"3825",165,7.7,26,189.422889,1
"3826",185,7.2,26,237.283207,1
"3827",35,7.1,26,13.414714,0
"3828",26,7.3,26,37.400127,1
"3829",3,6.8,26,48.086903,1
"3830",250,6.6,26,73.0781,1
"3831",65,7.4,26,182.207973,1
"3832",75,5.9,26,38.518613,1
"3833",225,6.8,26,179.020854,1
"3834",31,7.3,26,93.772375,1
"3835",50,7,26,218.815487,1
"3836",32,7.1,26,16.377274,1
"3837",7,7.7,26,41.003371,1
"3838",120,7.9,26,124.987023,1
"3839",85,7.1,26,148.313048,1
"3840",65,6.3,26,54.760791,1
"3841",70,5.6,26,36.931089,1
"3842",30,6.8,26,125.01403,1
"3843",12,6.7,26,54.731865,1
"3844",125,6.3,26,58.877969,1
"3845",45,6.5,26,47.382068,1
"3846",65,6.4,26,59.650222,1
"3847",15,7.2,26,15.024049,0
"3848",2,6.9,26,0.017061,1
"3849",35,6.2,26,67.544505,1
"3850",25,6.5,26,60.457138,1
"3851",145,7.3,26,103.412758,1
"3852",150,5.8,26,83.670083,0
"3853",79,5.8,26,103.86029,1
"3854",20,5,26,17.529157,0
"3855",85,6.8,26,126.373434,0
"3856",8,7.2,26,2.540106,1
"3857",10,7.4,26,21.590086,1
"3858",70,6.4,26,62.321039,1
"3859",100,6.6,26,85.017401,1
"3860",65,5.4,26,42.345531,0
"3861",40,5.7,26,41.152203,1
"3862",45,6.3,26,139.854287,0
"3863",3,5.3,26,0.447954,1
"3864",12,7.1,26,64.575175,1
"3865",17,6.4,26,54.33329,0
"3866",30,6.2,26,28.835528,1
"3867",15,5.4,26,15.63409,1
"3868",69,5.9,26,37.519139,1
"3869",20,4.9,26,3.749061,1
"3870",6.9,5.6,26,31.611916,0
"3871",25,6.1,26,0.717753,0
"3872",6,7.1,26,11.494838,1
"3873",65,5.4,26,44.806783,1
"3874",10,6.9,26,1.939441,1
"3875",70,6.4,26,214.0305,1
"3876",26,6.4,26,16.008272,1
"3877",42,6.6,26,18.62,1
"3878",6,6.1,26,0.020551,0
"3879",10,6.7,26,6.619173,1
"3880",11,4.3,26,0.0465,1
"3881",85,5.6,26,64.935167,1
"3882",20,6.1,26,14.326864,0
"3883",60,7,26,56.003051,1
"3884",60,6.8,26,35.763137,1
"3885",40,5.3,26,26.414527,1
"3886",15,6.2,26,15.026056,1
"3887",95,6.6,26,161.321843,1
"3888",42,6.4,26,45.290318,1
"3889",5,3.8,26,0.376512,1
"3890",30,6.5,26,17.14208,1
"3891",12,6.5,26,70.012847,1
"3892",2.5,5.1,26,1.163508,1
"3893",35,5.5,26,0.304318,1
"3894",20,5.3,26,0.091186,0
"3895",25,6.5,26,66.528,1
"3896",12.5,5.8,26,0.69264,1
"3897",8.9,7.9,26,6.739492,0
"3898",14,5.9,26,49.130154,1
"3899",145,6.9,26,216.391482,1
"3900",39,7,26,35.291068,1
"3901",68,5.7,26,35.353,1
"3902",12,6.6,26,91.547205,1
"3903",95,6.1,26,86.907746,1
"3904",16,7.1,26,12.412386,1
"3905",0.75,7,26,4.010957,1
"3906",2.5,4.8,26,0.00276,1
"3907",10,6.1,26,6.842058,1
"3908",33,6.5,26,35.074677,1
"3909",10,7.6,26,7.43595,1
"3910",25,6.6,26,51.85345,1
"3911",0.27,6.4,26,0.318622,1
"3912",16.6,7.2,26,1.51741,0
"3913",12,6.6,26,7.918283,1
"3914",60,6.4,26,0.102118,0
"3915",35,6.5,26,20.275446,1
"3916",55,5.7,26,9.483821,1
"3917",12,6.3,26,0.065804,0
"3918",35,5.1,26,25.888412,1
"3919",1,7.2,26,6.002451,1
"3920",1,5,26,18.11964,1
"3921",1.8,7.3,26,12.795746,1
"3922",22,6.3,26,49.008662,1
"3923",12,5.6,26,0.001744,0
"3924",2,6.4,26,5.132442,1
"3925",20.5,5,26,0.743636,0
"3926",2,6.1,26,13.74655,1
"3927",58,5.9,26,49.876377,1
"3928",15,6.5,26,3.301046,1
"3929",35,5.7,26,13.101142,1
"3930",20,7.2,26,6.002756,1
"3931",2.5,7.1,26,3.325638,1
"3932",40,6.5,26,20.113965,1
"3933",15,6.6,26,7.597898,1
"3934",2.9,6,26,0.07214,1
"3935",14,5.4,26,9.40241,1
"3936",5,4.6,26,53.9213,1
"3937",55,6.7,26,31.051126,0
"3938",30,6.3,26,63.536011,1
"3939",0.75,4.2,26,53.261944,1
"3940",6,7.5,26,1.065,1
"3941",25,6.1,26,77.267296,1
"3942",0.85,6,26,1.243961,1
"3943",11,6.8,26,18.390117,0
"3944",40,5.8,26,37.134215,1
"3945",11.5,5,26,0.00546,1
"3946",40,5.9,26,18.438149,1
"3947",6,5.5,26,5.895238,1
"3948",25,5.7,26,30.920167,1
"3949",16,5.1,26,0.002964,1
"3950",0.5,6.8,26,0.375981,1
"3951",17,4.1,26,4.930798,1
"3952",26.35,4.8,26,0.020998,1
"3953",20,4.9,26,65.653242,1
"3954",6.4,5,26,0.008973,0
"3955",7.39508,7.3,26,2.706375,0
"3956",3,4.7,26,0.002034,1
"3957",20,6,26,0.607327,1
"3958",3,5.3,26,0.200803,1
"3959",2,4.8,26,0.040179,1
"3960",7.98,6.2,26,1.027121,0
"3961",100,8.2,27,116.900694,1
"3962",20,7.5,27,137.400141,1
"3963",46,8.1,27,61.002302,1
"3964",150,7.5,27,400.738009,1
"3965",75,7.3,27,117.723989,1
"3966",20,6.2,27,71.62818,0
"3967",23,8,27,25.568251,1
"3968",225,7.1,27,291.045518,1
"3969",37,7,27,150.394119,1
"3970",105,7.3,27,144.840419,0
"3971",190,7,27,101.802906,1
"3972",130,7.6,27,424.668047,1
"3973",40,7.3,27,150.117807,1
"3974",100,7.8,27,274.092705,0
"3975",20,8.1,27,56.671993,1
"3976",190,7.8,27,228.778661,1
"3977",200,7.2,27,409.013994,0
"3978",70,6.5,27,98.92564,1
"3979",120,7,27,89.021735,1
"3980",5,8,27,27.298285,1
"3981",12,7.8,27,15.322921,0
"3982",190,7,27,202.359711,1
"3983",60,6.7,27,46.000903,1
"3984",40,7.5,27,125.095601,1
"3985",30,5.9,27,35.266619,1
"3986",170,7,27,206.36214,1
"3987",38,8.1,27,26.947624,0
"3988",32,6.6,27,101.470202,1
"3989",39.2,7,27,4.56365,0
"3990",3,5.7,27,64.473115,0
"3991",160,7.1,27,238.67985,1
"3992",6,5.3,27,7.192291,1
"3993",80,5.4,27,133.668525,1
"3994",28,6.6,27,28.795985,1
"3995",225,7.9,27,258.366855,1
"3996",60,6.2,27,19.452138,1
"3997",25,5.3,27,16.973715,0
"3998",17,6.5,27,54.239856,1
"3999",90,7.3,27,58.236838,1
"4000",115,6.6,27,93.050117,1
"4001",20,7,27,26.004851,0
"4002",43,6.6,27,159.582188,1
"4003",30,6.3,27,36.918811,1
"4004",13.3,6.3,27,2.605039,0
"4005",76,7.4,27,368.061265,1
"4006",3,6.6,27,24.477704,1
"4007",60,5.9,27,31.165421,1
"4008",30,5.8,27,2.162593,1
"4009",50,6.1,27,55.703475,0
"4010",28,6.7,27,71.34912,1
"4011",130,5.8,27,122.52306,1
"4012",6,4.3,27,8.828771,1
"4013",50,6.7,27,25.132228,1
"4014",110,6.7,27,61.737191,1
"4015",22,6.8,27,11.326836,0
"4016",5,6.5,27,27.695246,1
"4017",26,6.5,27,49.875291,1
"4018",12,6.8,27,1.702277,0
"4019",135,7.2,27,187.168425,1
"4020",45,6.4,27,12.050299,1
"4021",0.05,7.2,27,0.068877,1
"4022",120,6.7,27,132.556852,1
"4023",35,6.9,27,66.380662,1
"4024",20,4.8,27,34.341945,1
"4025",55,7.8,27,107.100855,1
"4026",2.5,7.1,27,6.851969,1
"4027",103,5.9,27,112.200072,1
"4028",58,6.3,27,44.672764,1
"4029",215,6.5,27,89.302115,1
"4030",215,6.3,27,234.911825,1
"4031",16,6.2,27,0.317125,0
"4032",200,7.3,27,268.492764,1
"4033",4.8,5.7,27,0.778565,0
"4034",150,6.4,27,73.103784,1
"4035",11,6.8,27,3.452117,0
"4036",5,6.6,27,83.586447,1
"4037",30,7.1,27,32.172757,1
"4038",90,5.9,27,68.559554,1
"4039",84,6.7,27,53.26256,1
"4040",8,7.4,27,16.170632,1
"4041",38,6.4,27,42.025135,1
"4042",40,5.9,27,26.627201,1
"4043",5,7.1,27,0.034321,0
"4044",40,7.5,27,95.001343,1
"4045",92,5.3,27,67.349198,1
"4046",130,4.9,27,60.522097,1
"4047",5,7.4,27,21.501098,1
"4048",175,6.3,27,38.362475,1
"4049",18,7.3,27,33.405481,1
"4050",30,7.2,27,116.632095,1
"4051",22,6.5,27,19.783777,1
"4052",25,7.2,27,37.738503,1
"4053",195,6.3,27,65.187603,1
"4054",130,5.6,27,33.618855,1
"4055",13,5.9,27,25.68238,1
"4056",30,6.5,27,10.880926,1
"4057",11,7.5,27,13.235319,1
"4058",20,5.6,27,8.008161,0
"4059",7,7.3,27,1.879534,0
"4060",35,7.5,27,83.30158,1
"4061",35,5.7,27,134.50692,1
"4062",20,7,27,2.319187,0
"4063",61,6.7,27,75.61246,1
"4064",12,5.9,27,16.117443,1
"4065",3,7.9,27,8.114627,1
"4066",15,6.5,27,42.930462,1
"4067",10,6.2,27,0.356582,1
"4068",8,5.6,27,5.841046,1
"4069",35,5.6,27,21.784432,1
"4070",35,6.2,27,17.609982,1
"4071",19,7.6,27,21.488481,1
"4072",50,6.3,27,127.352707,1
"4073",105,5.4,27,71.017784,1
"4074",13,6.7,27,51.872378,1
"4075",1.066167,7.1,27,0.258113,1
"4076",30,5.9,27,22.525921,1
"4077",8.5,6.1,27,0.219438,0
"4078",28,6.6,27,63.914167,1
"4079",10.9,7.4,27,10.72663,0
"4080",20,3.5,27,32.015787,1
"4081",12,7.6,27,37.707719,0
"4082",30,5.6,27,19.316646,1
"4083",9,6.9,27,6.26367,1
"4084",12,7.7,27,17.654912,1
"4085",0.05,6.7,27,0.444098,1
"4086",8,7.1,27,17.536788,1
"4087",28,6.4,27,1.019038,0
"4088",100,6.7,27,107.518682,1
"4089",26,6.4,27,30.664106,1
"4090",1.5,5.8,27,3.447339,1
"4091",3.5,6.3,27,17.41193,1
"4092",18,6.9,27,13.362308,1
"4093",20,6.2,27,0.034956,0
"4094",78,6.4,27,119.793567,1
"4095",0.25,3.9,27,0.049494,1
"4096",30,7.8,27,5.20958,0
"4097",28,6.2,27,3.254172,1
"4098",35,6.2,27,19.701164,1
"4099",16,6.6,27,2.013456,1
"4100",0.9,7.5,27,16.097842,1
"4101",18,7.1,27,4.435083,0
"4102",35,5.7,27,7.376027,1
"4103",40,6.4,27,29.80726,1
"4104",15,5.5,27,0.331634,0
"4105",135,6.5,27,83.028128,1
"4106",2.5,5.1,27,40.041683,1
"4107",4,6.1,27,0.009039,1
"4108",50,5.8,27,90.288712,1
"4109",15,6.5,27,102.003019,1
"4110",4,6.9,27,0.373375,1
"4111",3.3,6.5,27,1.359563,1
"4112",7,6.5,27,0.004288,0
"4113",25,6.1,27,0.100144,1
"4114",6.5,6.8,27,2.268296,0
"4115",25.5,6.5,27,0.041229,0
"4116",8.5,6.1,27,0.006787,0
"4117",5,6.6,27,0.04004,1
"4118",10,6.3,27,0.652355,1
"4119",5,7.6,27,44.467206,0
"4120",1,7.8,27,4.2315,0
"4121",35,7.1,27,8.323085,0
"4122",38.6,6.5,27,6.594959,0
"4123",17,6.7,27,70.525195,1
"4124",30,5.6,27,1.013945,0
"4125",12,5.8,27,0.261695,1
"4126",11,7.8,27,1.330596,0
"4127",81,7.7,28,128.261724,0
"4128",165,8.6,28,188.020017,1
"4129",170,8.1,28,333.1766,1
"4130",15,7.7,28,25.442958,0
"4131",61,8.1,28,167.767189,1
"4132",20,7.3,28,43.037835,1
"4133",25,8.1,28,59.100318,1
"4134",3.3,8.5,28,13.092,1
"4135",34,6.8,28,102.427862,1
"4136",6.5,5.4,28,84.273813,1
"4137",2,6.9,28,14.673301,1
"4138",85,6.7,28,150.947895,1
"4139",14,8,28,91.125683,0
"4140",170,7.6,28,208.545589,1
"4141",178,7.9,28,100.206256,1
"4142",55,7.2,28,101.530738,1
"4143",210,5.7,28,245.439076,1
"4144",50,7.1,28,191.719337,1
"4145",68,7.6,28,85.817906,1
"4146",12,7.8,28,124.87235,1
"4147",18,7.8,28,42.340598,1
"4148",8.5,7.9,28,32.381218,1
"4149",200,8,28,233.921534,1
"4150",2,6.8,28,0.924279,0
"4151",58.8,7.3,28,350.126372,1
"4152",170,7.8,28,259.766572,1
"4153",60,7.8,28,257.760692,0
"4154",1.5,5.7,28,0.055007,0
"4155",40,6.4,28,126.6636,0
"4156",200,6.7,28,202.853933,1
"4157",165,7.8,28,222.527828,1
"4158",180,7,28,241.410378,1
"4159",125,5.8,28,101.200044,1
"4160",15,7.7,28,35.893537,0
"4161",250,7.4,28,255.119788,0
"4162",100,6,28,72.688614,1
"4163",80,5.5,28,23.219748,0
"4164",125,6.7,28,337.135885,1
"4165",44,6.6,28,6.105175,1
"4166",90,6.1,28,39.322544,1
"4167",3.3,8.1,28,3.107072,0
"4168",25,6.5,28,45.089048,0
"4169",1.6,7.6,28,3.333,0
"4170",110,6.2,28,106.580051,1
"4171",8,7.1,28,1.410915,1
"4172",40,6,28,83.911193,1
"4173",160,6.4,28,200.676069,1
"4174",50,6,28,128.002372,1
"4175",11,7.3,28,30.640336,1
"4176",140,6,28,65.014513,0
"4177",40,6.1,28,43.1393,1
"4178",65,6.5,28,13.757804,1
"4179",70,6.3,28,56.280355,1
"4180",65,7.2,28,115.637895,1
"4181",95,5.5,28,17.223265,1
"4182",1,5.6,28,31.53732,1
"4183",48,6,28,89.256424,0
"4184",40,6.5,28,46.29461,1
"4185",26,6.7,28,26.761283,1
"4186",4,7.9,28,25.379975,1
"4187",65,5.3,28,85.911262,1
"4188",40,5.1,28,38.543473,1
"4189",20,6.7,28,8.110975,1
"4190",1,5.7,28,0.009168,1
"4191",60,6.2,28,50.577412,1
"4192",15,7.1,28,37.880356,1
"4193",3,5.4,28,1.821983,1
"4194",66,6.5,28,43.577636,1
"4195",50,7.3,28,50.151543,1
"4196",18,6.3,28,150.1574,1
"4197",100,6.2,28,58.607007,1
"4198",127,6.2,28,113.746621,0
"4199",12.6,7.1,28,10.724389,1
"4200",11,6.8,28,50.474843,1
"4201",145,7.8,28,177.002924,1
"4202",5,6.7,28,0.3226,1
"4203",125,5.8,28,191.204754,1
"4204",70,4.2,28,18.848538,1
"4205",30,5.6,28,7.791146,1
"4206",100,6.3,28,23.022309,0
"4207",24,7,28,12.0963,1
"4208",13,7.3,28,44.134898,1
"4209",14,6.3,28,5.981749,0
"4210",25,6,28,33.631221,1
"4211",8,6.2,28,26.049082,1
"4212",10,7,28,14.479776,1
"4213",9,6.5,28,71.9628,0
"4214",50,7,28,92.1686,0
"4215",50,5.8,28,47.602194,1
"4216",50,7.4,28,47.119388,1
"4217",35,5.7,28,86.20801,1
"4218",5,6.2,28,21.197315,1
"4219",17,6.5,28,82.390774,1
"4220",42,6.3,28,54.445357,1
"4221",20,7,28,5.74031,1
"4222",19.8,6.6,28,34.290142,1
"4223",30,6.2,28,30.577122,1
"4224",60,6.2,28,0.022451,1
"4225",22,6.3,28,2.963012,0
"4226",20,6.3,28,23.393765,1
"4227",16.8,6.6,28,10.506939,1
"4228",30,5.4,28,0.176305,0
"4229",28,6.2,28,30.697999,1
"4230",22,7.3,28,54.240821,1
"4231",28,6.5,28,26.3076,1
"4232",5,7.5,28,18.754371,1
"4233",70,6.1,28,78.03162,1
"4234",4,6.1,28,0.600896,1
"4235",55,7.2,28,76.223578,0
"4236",7,6.4,28,1.873547,1
"4237",4.5,8,28,2.625803,0
"4238",5,4.5,28,50.85601,0
"4239",65,5.1,28,19.07529,1
"4240",20,7.5,28,52.076908,0
"4241",16,6.6,28,2.428883,1
"4242",19,7,28,2.436062,1
"4243",16,3.1,28,13.998282,1
"4244",15,6.8,28,17.237244,0
"4245",10,7.4,28,12.547189,1
"4246",132,6.7,28,83.34892,1
"4247",35,5.7,28,10.508518,1
"4248",15,6.2,28,0.347648,0
"4249",5,7,28,2.450846,1
"4250",25,6.8,28,28.831145,1
"4251",0.1,7.1,28,0.511635,1
"4252",16,6.7,28,0.461162,1
"4253",10,6.3,28,7.574066,1
"4254",2,4.8,28,60.755732,1
"4255",45,6,28,14.904384,1
"4256",145,6.8,28,111.50643,1
"4257",28,5.7,28,20.285518,0
"4258",6,6.8,28,3.319109,1
"4259",28,6.2,28,66.954149,1
"4260",22.5,7.1,28,4.19053,0
"4261",15,6.3,28,24.984868,1
"4262",2,5.8,28,0.043282,1
"4263",42,5.8,28,64.251541,0
"4264",17,6.6,28,0.106869,0
"4265",5,5.2,28,17.382982,1
"4266",103,6.3,28,131.538435,1
"4267",40,6.8,28,47.034272,1
"4268",6,6.7,28,3.588432,1
"4269",20,4.9,28,84.525432,1
"4270",0.5,1.5,28,2.78397,1
"4271",25,6.2,28,134.9382,1
"4272",5,6.4,28,0.440338,1
"4273",60,6.8,28,50.837305,1
"4274",2.4,5.6,28,0.080315,1
"4275",7,6.9,28,14.618727,1
"4276",12,6.4,28,25.277561,1
"4277",20,7.4,28,2.716989,0
"4278",25,7,28,36.447959,1
"4279",1,7,28,0.009837,1
"4280",18,5.8,28,15.155772,1
"4281",8.5,6.4,28,1.109199,0
"4282",5,5.4,28,10.429707,1
"4283",24,5.8,28,65.182182,1
"4284",12.5,6.1,28,48.637684,1
"4285",1,6.6,28,0.03263,0
"4286",5,6.4,28,0.005565,1
"4287",15,4.9,28,26.496583,0
"4288",5,7.5,28,0.03744,1
"4289",50,6.4,28,51.183113,1
"4290",13,5.8,28,38.916903,1
"4291",13.2,5.6,28,52.543632,1
"4292",15,6.7,28,30.127963,1
"4293",4,6.3,28,0.009134,1
"4294",12,5.8,28,91.443253,1
"4295",5,6.3,28,0.072273,0
"4296",4,4.7,28,17.329486,1
"4297",6,6.6,28,0.011766,1
"4298",3,6.3,28,0.58564,1
"4299",0.2,5.1,28,8.496112,1
"4300",1,6.1,28,0.104401,1
"4301",245,8.1,29,936.662225,1
"4302",150,8.1,29,153.636354,0
"4303",44,7.8,29,54.117416,1
"4304",110,6.1,29,155.190832,1
"4305",30,7.6,29,46.889293,1
"4306",40,4.1,29,166.16723,1
"4307",155,6.5,29,89.760956,1
"4308",135,8,29,183.637894,0
"4309",108,8,29,228.433663,0
"4310",61,6.3,29,81.67009,1
"4311",245,6.8,29,200.074175,0
"4312",150,7,29,652.270625,1
"4313",3.5,6.8,29,25.138292,1
"4314",13,8.2,29,14.677654,0
"4315",95,7,29,201.151353,1
"4316",28,7.8,29,70.25987,1
"4317",30,7,29,1.872994,0
"4318",65,7,29,110.825712,1
"4319",250,7.4,29,459.005868,1
"4320",190,6.5,29,93.436322,1
"4321",75,7.3,29,45.445109,1
"4322",15,7.1,29,12.706393,0
"4323",175,8.2,29,356.461711,1
"4324",176,5.3,29,47.387723,1
"4325",2.5,4.9,29,0.036336,1
"4326",20,8.1,29,45.055776,1
"4327",11.8,7.2,29,12.711491,0
"4328",150,7.4,29,195.042377,0
"4329",190,7.2,29,353.00702,1
"4330",29,6.4,29,184.29623,1
"4331",20,6.6,29,13.650738,1
"4332",55,7.1,29,43.48227,0
"4333",130,7.3,29,180.202163,1
"4334",28,7.9,29,161.197785,1
"4335",160,6.6,29,281.723902,1
"4336",5,6.2,29,65.206105,1
"4337",25,7.2,29,42.478175,1
"4338",53,6.9,29,62.575678,1
"4339",55,6.5,29,31.056945,1
"4340",30,7.4,29,52.421953,0
"4341",35,7.6,29,109.767581,1
"4342",110,6.3,29,130.179072,1
"4343",35,5.7,29,22.46443,1
"4344",8.5,6.5,29,34.017854,1
"4345",35,6.3,29,110.2127,0
"4346",5,7.1,29,43.771291,1
"4347",105,5.3,29,28.782481,0
"4348",80,6.7,29,169.70011,1
"4349",50,6.1,29,150.357137,1
"4350",40,7.6,29,72.313754,1
"4351",30,7.2,29,17.750583,0
"4352",31,6.1,29,58.884188,1
"4353",90,6,29,27.36766,1
"4354",120,4.3,29,56.117548,1
"4355",50.1,6.6,29,53.862963,1
"4356",35,7.1,29,75.764672,1
"4357",49,6.9,29,31.569268,0
"4358",11,7.5,29,38.317535,0
"4359",74,6.4,29,336.04577,1
"4360",37,5.4,29,20.991497,1
"4361",10,7,29,1.978592,1
"4362",14.8,5.6,29,66.013057,1
"4363",5,7,29,3.219029,1
"4364",34,7.1,29,37.432299,1
"4365",100,6.9,29,25.020758,1
"4366",60,6.6,29,56.451232,1
"4367",88,5.6,29,78.747585,1
"4368",12,6.3,29,32.000304,1
"4369",35,7.1,29,34.531832,0
"4370",40,6,29,90.411453,1
"4371",68,6.3,29,81.476385,1
"4372",2,6.9,29,1.477002,1
"4373",58,6.3,29,80.080379,1
"4374",2,6.7,29,9.244565,0
"4375",15,6.3,29,3.635292,1
"4376",50,6.5,29,1.206135,0
"4377",150,5.8,29,35.08832,1
"4378",15,6.7,29,1.108247,0
"4379",10,6.1,29,52.218558,0
"4380",16.2,6.8,29,27.285953,1
"4381",26,6.5,29,12.27681,1
"4382",8,6.3,29,0.025369,1
"4383",19.5,6.2,29,20.180155,1
"4384",25,6.4,29,43.035725,1
"4385",200,6.7,29,123.08712,1
"4386",135,6.7,29,177.39751,1
"4387",35,7.3,29,10.137502,1
"4388",40,6,29,5.775076,1
"4389",15,6.2,29,42.59253,1
"4390",8,7.8,29,6.743776,1
"4391",25,5.9,29,1.512815,1
"4392",25,5.1,29,16.027866,0
"4393",30,6.6,29,32.361416,1
"4394",7,7.3,29,17.474107,1
"4395",50,6.6,29,26.442251,1
"4396",10,5.2,29,0.531009,0
"4397",13,7.3,29,18.700837,0
"4398",16,6,29,0.032095,1
"4399",23,6.7,29,64.460211,1
"4400",2,6.2,29,3.59001,0
"4401",6,7.8,29,0.083861,1
"4402",30,6,29,87.044645,1
"4403",28,6.1,29,14.434604,1
"4404",11,7.3,29,33.305037,0
"4405",8,7.2,29,3.44282,1
"4406",12,6.4,29,22.331028,1
"4407",11,6.6,29,4.027764,1
"4408",40,5.8,29,10.640645,1
"4409",4,4.7,29,35.38556,1
"4410",60,5.5,29,7.605668,0
"4411",15,7.5,29,7.857741,1
"4412",10,5.3,29,27.736779,1
"4413",81.2,7.8,29,1.339152,0
"4414",3.5,6,29,0.615654,1
"4415",35,4.9,29,47.425125,1
"4416",8,6.3,29,29.467855,1
"4417",26,6.9,29,12.188642,0
"4418",74,6,29,162.994032,1
"4419",25,5.9,29,0.020083,1
"4420",0.1,7,29,0.701837,1
"4421",70,5.4,29,7.097125,1
"4422",90,5.1,29,85.886987,1
"4423",8,5.2,29,0.016458,1
"4424",1,6.7,29,14.443077,1
"4425",35,5.1,29,34.507079,1
"4426",28,6.1,29,6.998324,1
"4427",8.5,5.6,29,0.187112,1
"4428",3,6.4,29,67.790117,1
"4429",9.6,6.8,29,2.541554,0
"4430",9.4,8.4,29,0.739478,0
"4431",18,6,29,26.822144,1
"4432",5,4.1,29,2.18464,1
"4433",14,6.9,29,4.693356,0
"4434",20,6.8,29,42.652003,1
"4435",18.026148,8.2,29,6.738,0
"4436",3.3,5.2,29,25.799043,1
"4437",17,7.4,29,44.469602,1
"4438",65,6.1,29,0.074068,0
"4439",10,6.9,29,17.737646,0
"4440",3,6,29,1.828933,0
"4441",17,5.7,29,26.284475,1
"4442",99,7.1,29,130.178411,1
"4443",36,7.1,29,2.679437,0
"4444",10,7,29,5.348317,1
"4445",12,5.6,29,57.017904,1
"4446",13,5.7,29,1.646468,1
"4447",5,5.6,29,0.066371,1
"4448",10,5.2,29,0.017472,0
"4449",30,4.4,29,71.03819,1
"4450",6,6.7,29,10.017675,0
"4451",14,5.1,29,12.282677,1
"4452",10,4.6,29,18.300124,1
"4453",10,6.6,29,33.078266,0
"4454",35,5.4,29,10.214013,1
"4455",7,6.5,29,0.532988,1
"4456",2,5.4,29,2.557668,0
"4457",3,5,29,0.660994,0
"4458",2,6.9,29,0.229094,0
