"","budget","score","year","gross","usa"
"1519",50,6.1,12,13.806137,1
"1520",30,5.8,12,6.114928,1
"1521",10,5.5,12,19.882538,1
"1522",80,5.8,12,18.31986,0
"1523",18,4.5,12,3.551208,1
"1524",8,6.6,12,2.987297,1
"1525",14,6.1,12,15.062898,1
"1526",25,5.7,12,1.534569,1
"1527",20,6.2,12,15.030732,1
"1528",25,7.2,12,0.777423,1
"1529",4.5,6.5,12,1.025234,1
"1530",1.1,5,12,0.631221,1
"1531",15,6,12,13.035599,1
"1532",35,4.8,12,10.076136,0
"1533",23,6.5,12,27.008669,1
"1534",20,3.9,12,2.147114,1
"1535",12,6.1,12,1.262786,0
"1536",7,6.1,12,0.258212,1
"1537",15,2.9,12,11.144518,0
"1538",2.9,8,12,5.595428,0
"1539",60,4.9,12,12.065985,1
"1540",5,7,12,1.980338,1
"1541",19,4.6,12,8.041665,1
"1542",7,7.4,12,4.874838,0
"1543",30,5.4,12,12.213678,1
"1544",6,4.9,12,0.009122,1
"1545",0.7,6.8,12,0.870751,1
"1546",5,6.4,12,4.710749,1
"1547",8,6.6,12,1.789892,1
"1548",20,5.7,12,1.923061,1
"1549",1,6,12,0.02121,1
"1550",15,5,12,10.443316,1
"1551",24,3.9,12,4.308981,1
"1552",13,3.9,12,8.026971,1
"1553",2,6.7,12,0.124494,1
"1554",3.5,3.2,12,9.247881,1
"1555",10,7.3,12,0.012903,1
"1556",0.8,7.8,12,0.343229,0
"1557",63,8.8,13,37.030102,1
"1558",15,8.4,13,130.096601,1
"1559",63,8.7,13,171.47993,1
"1560",60,8.5,13,136.801374,1
"1561",11,7,13,102.561004,1
"1562",65,7.3,13,55.691208,0
"1563",80,7,13,155.247825,1
"1564",40,8.1,13,293.506292,1
"1565",30,7.2,13,38.176108,1
"1566",100,7.4,13,101.071502,1
"1567",115,6.5,13,474.544677,1
"1568",60,5.8,13,73.648142,1
"1569",10,7.8,13,10.824921,1
"1570",6,7.2,13,4.859475,1
"1571",10.5,6.8,13,38.328567,1
"1572",45,7.3,13,71.583916,1
"1573",37,8,13,22.455976,1
"1574",33,6.6,13,206.040086,1
"1575",25,6,13,55.474756,1
"1576",7,7.9,13,0.025812,1
"1577",40,7.4,13,28.87119,1
"1578",90,7.9,13,245.852179,1
"1579",40,7.3,13,81.298265,1
"1580",170,4.8,13,113.805681,1
"1581",42,7.1,13,116.089678,0
"1582",0.06,6.4,13,140.539099,1
"1583",13,7.8,13,22.858926,1
"1584",34.2,6.4,13,163.479795,1
"1585",10,5.8,13,63.366989,1
"1586",135,6.4,13,126.943684,0
"1587",100,5.7,13,66.889043,1
"1588",10,7.4,13,30.651422,1
"1589",130,7.2,13,171.091819,1
"1590",16,6.4,13,52.885587,1
"1591",82,7.4,13,34.580635,0
"1592",66,6.3,13,87.704396,1
"1593",70,8,13,23.159305,1
"1594",17,5.7,13,65.538755,1
"1595",48,6.8,13,69.304264,1
"1596",12,7,13,2.060953,0
"1597",80,6.7,13,63.844974,1
"1598",25,7.8,13,32.481825,1
"1599",68,7.9,13,28.965197,1
"1600",75,7.1,13,60.652036,1
"1601",38,6.7,13,18.661336,0
"1602",55,6.8,13,75.530832,1
"1603",100,6.8,13,58.220776,1
"1604",55,6.4,13,66.384775,1
"1605",2,7.6,13,11.533945,1
"1606",160,6.6,13,32.698899,1
"1607",3.5,5.5,13,3.071947,1
"1608",73,6.7,13,66.518655,1
"1609",70,6.4,13,116.741558,1
"1610",10,8,13,6.203044,0
"1611",25,7.3,13,14.879556,1
"1612",68,6.1,13,29.65559,1
"1613",15,6.6,13,10.561238,0
"1614",24,7.4,13,57.545092,1
"1615",35,5.6,13,31.770414,1
"1616",12,7,13,21.133087,1
"1617",80,4.9,13,91.411151,1
"1618",133,5.9,13,140.035367,0
"1619",35,6.6,13,26.494611,1
"1620",90,7.1,13,81.526121,1
"1621",20,7.3,13,16.842303,1
"1622",50,7.6,13,50.668906,1
"1623",40,6.5,13,36.663315,0
"1624",37,5.6,13,40.846082,1
"1625",95,6.3,13,102.705852,1
"1626",21,7.8,13,52.008288,1
"1627",75,5.3,13,10.672566,1
"1628",16,7,13,15.5,0
"1629",25,6.2,13,4.002955,1
"1630",28,6.7,13,8.888143,0
"1631",11,6.5,13,16.07199,0
"1632",25,6.4,13,10.114315,1
"1633",70,5.5,13,152.257509,1
"1634",22,6.6,13,19.283782,1
"1635",6.5,6.8,13,4.217115,1
"1636",55,6.8,13,16.64021,1
"1637",85,6.4,13,14.276317,0
"1638",21,4.6,13,17.762705,1
"1639",80,6.7,13,106.885658,1
"1640",1.2,6.6,13,2.205627,1
"1641",80,6.2,13,52.880016,1
"1642",29,6.2,13,50.046268,1
"1643",90,4.1,13,97.403112,1
"1644",15,6.4,13,4.485485,1
"1645",8.5,5.7,13,17.845337,1
"1646",80,6.6,13,35.168395,1
"1647",65,6.3,13,68.518533,1
"1648",34,5,13,30.628981,1
"1649",13,6.1,13,6.241697,0
"1650",80,7.2,13,60.65542,1
"1651",31,7.2,13,24.362501,1
"1652",35,6.5,13,27.797271,1
"1653",92,6.7,13,39.26342,1
"1654",20,5.4,13,8.276228,1
"1655",75,5.4,13,52.88818,1
"1656",9,6.7,13,34.10278,1
"1657",50,7.3,13,13.03866,1
"1658",23,7.2,13,10.660147,0
"1659",55,6.6,13,16.635339,1
"1660",30,5.1,13,4.155234,1
"1661",80,6.1,13,22.3625,1
"1662",80,6.5,13,34.098563,1
"1663",64,5.1,13,31.054924,1
"1664",6,6.9,13,25.047631,1
"1665",75,4.9,13,14.01069,1
"1666",9,7.1,13,3.193102,1
"1667",12,2.6,13,27.141959,1
"1668",14,6.6,13,4.741987,1
"1669",14,6.9,13,18.535191,0
"1670",50,5.9,13,27.06716,1
"1671",24,5.4,13,8.427204,1
"1672",33,6,13,8.406264,1
"1673",38,6.3,13,13.376506,1
"1674",6,5.3,13,4.394936,0
"1675",29.75,7.3,13,4.196621,1
"1676",75,5.8,13,33.864342,0
"1677",27,6.8,13,14.859394,1
"1678",6,5.9,13,6.851636,1
"1679",23,6.2,13,18.653615,1
"1680",13,5.2,13,8.946237,1
"1681",65,5,13,36.830057,1
"1682",45,6.5,13,4.956401,0
"1683",13,6.1,13,10.03739,0
"1684",60,5.9,13,22.365133,1
"1685",35,6.8,13,0.630779,1
"1686",15,6.3,13,1.954202,0
"1687",28,6.9,13,4.554569,1
"1688",12,6.9,13,14.348123,0
"1689",45,4.1,13,10.43122,1
"1690",3,5.2,13,9.016377,1
"1691",4,5.8,13,2.8,1
"1692",26,5.8,13,11.634458,1
"1693",51,5,13,21.731001,1
"1694",30,6,13,43.758684,0
"1695",24,6.3,13,16.625807,1
"1696",7,6.4,13,7.292175,1
"1697",35,4.9,13,16.459004,0
"1698",25,6,13,15.1562,1
"1699",8.5,6.9,13,10.919177,1
"1700",35,6.8,13,14.378353,1
"1701",0.03,7.5,13,0.216781,0
"1702",7,6.2,13,0.025651,1
"1703",0.45,7.2,13,2.049595,1
"1704",4,5.4,13,0.399793,1
"1705",20,6.1,13,10.544143,0
"1706",5,6.7,13,0.097152,0
"1707",30,4.2,13,11.576087,1
"1708",30,5.5,13,12.017369,1
"1709",25,4.1,13,11.956538,1
"1710",7,6.2,13,14.003141,1
"1711",12,4.6,13,0.17537,1
"1712",75,5.3,13,28.535768,1
"1713",12,5,13,5.241315,1
"1714",32,6.9,13,2.89997,1
"1715",50,4.2,13,13.26005,1
"1716",2.5,7,13,1.282084,1
"1717",70,3.9,13,9.694105,1
"1718",30,5,13,6.54536,1
"1719",30,6,13,0.632617,0
"1720",5.25,3.7,13,10.15569,1
"1721",10,2.5,13,0.292152,0
"1722",15,5.6,13,11.614236,1
"1723",0.5,6.3,13,0.001434,1
"1724",70,5.2,13,11.22794,1
"1725",14,6.9,13,0.206128,0
"1726",21,5.8,13,0.015593,1
"1727",1.7,6.3,13,1.943649,1
"1728",10,4.5,13,0.902144,0
"1729",0.312,6.7,13,1.281176,1
"1730",7.5,3.5,13,12.614346,1
"1731",4.5,8.3,14,3.609278,1
"1732",103,8.5,14,187.705427,1
"1733",7,7.6,14,15.070285,1
"1734",110,7.2,14,113.330342,1
"1735",9,8.5,14,25.544867,1
"1736",30,7.8,14,115.654751,1
"1737",75,7.2,14,95.011339,1
"1738",60,7.9,14,32.53485,1
"1739",90,7.8,14,233.632142,1
"1740",75,7.4,14,157.299717,1
"1741",95,5.7,14,73.20934,1
"1742",19,6.2,14,157.019771,1
"1743",50,6.6,14,39.785027,1
"1744",100,6.6,14,155.464351,1
"1745",23,6.7,14,53.331147,1
"1746",93,5.5,14,125.305545,1
"1747",16,6.5,14,68.540777,1
"1748",26,7.8,14,45.506619,0
"1749",90,6.5,14,101.648571,1
"1750",33,6.3,14,61.334059,1
"1751",17,7.9,14,128.078872,0
"1752",123,6,14,260.044825,1
"1753",100,5.6,14,60.883407,1
"1754",125,6.1,14,215.409889,1
"1755",11,6,14,68.379,1
"1756",52,7.3,14,125.595205,1
"1757",45,6.2,14,106.807667,1
"1758",25,7.3,14,71.509363,0
"1759",70,6.4,14,182.811707,1
"1760",85,5.3,14,39.464775,1
"1761",48,7.6,14,124.115725,1
"1762",45,5.6,14,60.786269,1
"1763",100,7.3,14,89.302687,1
"1764",73,2.4,14,21.471685,1
"1765",95,6.9,14,50.863742,1
"1766",23,7.1,14,39.240659,1
"1767",50,6.5,14,44.737059,1
"1768",5,7.7,14,21.995263,0
"1769",2,8.1,14,5.383834,0
"1770",30,7.5,14,27.277055,0
"1771",51,6.6,14,90.570999,1
"1772",6,7.5,14,18.621249,1
"1773",12.8,8,14,4.184036,0
"1774",127.5,6.5,14,137.748063,1
"1775",48,6,14,37.879996,1
"1776",55,7,14,166.244045,1
"1777",40,5.5,14,89.138076,1
"1778",31,7.4,14,45.010278,1
"1779",45,7,14,106.834564,0
"1780",32,7.2,14,48.818921,1
"1781",140,6.4,14,182.618434,1
"1782",46,5.9,14,70.334258,0
"1783",41.3,6.7,14,57.262492,1
"1784",80,7.3,14,34.592089,1
"1785",40,7.2,14,33.519628,1
"1786",13.5,7.3,14,7.060876,0
"1787",13,5.5,14,46.7298,1
"1788",15,6.8,14,33.771174,1
"1789",7,7,14,16.938179,1
"1790",83,3.6,14,35.268275,1
"1791",84,4.3,14,123.30989,1
"1792",29,6.7,14,17.17487,1
"1793",11,6.1,14,57.328603,1
"1794",10,6.7,14,12.008642,1
"1795",60,6.7,14,75.793305,1
"1796",5,6.8,14,0.002554,0
"1797",80,6.7,14,30.695227,1
"1798",62,6.6,14,77.08603,0
"1799",29,6.4,14,37.04788,1
"1800",55,6.6,14,56.937502,1
"1801",57,5.8,14,15.527125,1
"1802",30,5.1,14,117.559438,1
"1803",65,6.4,14,90.464773,1
"1804",82,5.9,14,34.60428,1
"1805",43,6,14,37.170488,1
"1806",75,5.9,14,69.243859,1
"1807",38,5.6,14,13.019253,1
"1808",20,7.2,14,27.441122,1
"1809",25,6.1,14,55.973336,1
"1810",1.2,7.7,14,9.180275,1
"1811",54,4.9,14,33.022767,1
"1812",65,5.5,14,37.752931,1
"1813",43,7.3,14,51.804714,1
"1814",75,6.6,14,22.751979,1
"1815",8,6.9,14,8.279017,0
"1816",32,5.5,14,8.735529,1
"1817",45,3.6,14,15.220685,1
"1818",76,4.2,14,26.00061,1
"1819",60,6.4,14,61.33523,0
"1820",42,5.7,14,23.360779,1
"1821",80,5.7,14,17.48089,1
"1822",85,4.8,14,66.957026,1
"1823",35,5.7,14,13.555988,0
"1824",10,7,14,0.139692,1
"1825",20,5.3,14,15.618626,1
"1826",90,4.8,14,14.218868,1
"1827",25,6.5,14,0.258691,0
"1828",55,7.4,14,19.389454,1
"1829",65,6.1,14,69.691949,1
"1830",63.6,5.1,14,14.967182,1
"1831",24,6.9,14,32.662299,1
"1832",1.5,7.9,14,1.221261,0
"1833",15,4,14,26.437094,1
"1834",24,6.4,14,0.88271,1
"1835",65,6.2,14,32.598931,1
"1836",24,5.3,14,12.37241,1
"1837",30,5.3,14,28.92772,1
"1838",35,5.6,14,35.00718,1
"1839",6,7,14,8.596914,1
"1840",10,6.9,14,12.115757,0
"1841",14,5.4,14,3.060963,1
"1842",8.5,6.7,14,6.055661,1
"1843",6,7,14,34.09964,1
"1844",23,4.6,14,13.113041,1
"1845",19,3.7,14,15.911333,0
"1846",60,4.8,14,36.05023,0
"1847",35,5.4,14,20.627372,1
"1848",25,4.6,14,12.80119,1
"1849",35,4.9,14,20.03531,1
"1850",16,5.9,14,0.102622,1
"1851",24,5.1,14,13.592872,1
"1852",25,6.7,14,17.07123,1
"1853",20,7,14,17.872723,1
"1854",60,5.7,14,30.208599,1
"1855",10,6.5,14,2.185266,1
"1856",13,5,14,60.020107,1
"1857",30,6.1,14,76.507756,0
"1858",14,4.1,14,21.468807,1
"1859",35,5.7,14,36.779296,1
"1860",24,5.9,14,5.10882,1
"1861",65,5.1,14,29.374178,1
"1862",2,6,14,1.568749,1
"1863",1,6.8,14,1.523941,1
"1864",10,5.7,14,1.631839,1
"1865",50,4.8,14,16.779636,1
"1866",10,6.2,14,1.284646,0
"1867",1.8,7.2,14,3.050934,1
"1868",8,5.3,14,5.01845,1
"1869",10,7.2,14,0.44775,1
"1870",63,5,14,10.014234,0
"1871",15,6,14,4.734235,1
"1872",3.6,6.6,14,0.043805,1
"1873",1.5,6.3,14,0.265107,0
"1874",0.042,7.4,14,0.241816,1
"1875",0.15,6.2,14,2.882062,1
"1876",12.5,4.6,14,5.217498,1
"1877",1,7,14,1.744858,1
"1878",6,5.6,14,15.427192,1
"1879",13,6.1,14,0.284291,0
"1880",24,6.2,14,25.16727,0
"1881",8,5.9,14,0.052526,0
"1882",30,6.3,14,45.554533,1
"1883",8.5,6.7,14,0.327418,1
"1884",10,7.1,14,3.041803,0
"1885",0.12,5.3,14,0.014904,1
"1886",10,5.7,14,7.027345,1
"1887",16,5.7,14,17.052128,0
"1888",50,5.6,14,6.543194,1
"1889",3,5.2,14,0.040361,1
"1890",51,5.7,14,15.325127,0
"1891",15,5.1,14,10.494147,1
"1892",4,6.2,14,0.945041,1
"1893",0.25,6.6,14,1.0506,1
"1894",1,7.1,14,0.021075,0
"1895",25,4.7,14,14.990582,1
"1896",36,6.6,14,0.049464,0
"1897",1,6,14,0.012996,1
"1898",60,5.6,14,6.291602,1
"1899",1,6.8,14,0.779137,1
"1900",4.5,3.8,14,1.246237,0
"1901",1,6.1,14,0.623791,0
"1902",28,6.3,14,5.65894,0
"1903",5,6,14,9.628751,1
"1904",125,7.5,15,317.57555,0
"1905",93,8.8,15,315.54475,0
"1906",10,6.1,15,37.904175,0
"1907",15,8,15,7.220243,0
"1908",4.5,8.1,15,0.19422,1
"1909",19,8.6,15,10.055859,0
"1910",115,5.8,15,131.144183,1
"1911",58,8.2,15,170.742341,1
"1912",115,8.1,15,289.916256,1
"1913",45,7.7,15,76.631907,1
"1914",18,6.2,15,96.520674,1
"1915",92,7.7,15,108.638745,1
"1916",38,6.7,15,144.533925,1
"1917",60,7.9,15,267.665011,1
"1918",87,6.8,15,165.092268,1
"1919",53,7.6,15,52.990775,1
"1920",5,6.7,15,0.292102,1
"1921",100,5.7,15,180.01174,1
"1922",1.2,7.1,15,18.488314,1
"1923",85,7.8,15,183.405771,1
"1924",140,6.1,15,198.542554,1
"1925",17,7.6,15,96.522687,0
"1926",21,7.6,15,52.36401,1
"1927",50,7.6,15,57.386607,0
"1928",57,6.2,15,17.008282,1
"1929",100,7.1,15,78.616689,1
"1930",2,7.7,15,13.622333,0
"1931",26,6.3,15,108.248956,1
"1932",35,5.4,15,112.719001,1
"1933",15,5.7,15,38.252284,1
"1934",98,6.3,15,202.019785,1
"1935",68,6.9,15,100.614858,1
"1936",65,6.9,15,56.569702,1
"1937",120,6.8,15,84.052762,1
"1938",45,5.3,15,71.308997,1
"1939",35,6.8,15,31.602566,1
"1940",25,6.7,15,71.543427,0
"1941",42,5.6,15,41.86796,1
"1942",42,6,15,16.252765,0
"1943",30,6.4,15,145.103595,1
"1944",68,7.6,15,51.401758,0
"1945",28,6.6,15,45.17225,0
"1946",22,7.6,15,40.311852,1
"1947",28,6.9,15,50.294317,1
"1948",93,5.9,15,181.171875,1
"1949",107,6.8,15,58.203105,1
"1950",4,7.1,15,31.252964,1
"1951",22,6.9,15,30.059386,1
"1952",7,7.4,15,6.217849,1
"1953",48,6.4,15,56.618055,1
"1954",39,5.3,15,14.25283,0
"1955",68,7.4,15,50.338485,1
"1956",40,5.9,15,70.836296,1
"1957",68,6.8,15,71.069884,1
"1958",20,6.3,15,31.155435,1
"1959",11,4.4,15,13.121555,1
"1960",102,6.5,15,69.772969,1
"1961",35,6.8,15,19.71993,1
"1962",1.5,6.5,15,0.378176,1
"1963",90,6.6,15,226.164286,1
"1964",11,7.3,15,13.103828,1
"1965",17.7,5.9,15,27.087695,1
"1966",57,6.1,15,66.808615,1
"1967",4.5,7.5,15,0.754749,0
"1968",23,6.6,15,21.973182,1
"1969",60,6.3,15,74.078174,1
"1970",20,7.6,15,7.494849,1
"1971",13,6.2,15,91.057006,1
"1972",40,6.4,15,59.068786,1
"1973",19.8,7.3,15,41.308615,0
"1974",13,5.6,15,5.00231,1
"1975",80,6.1,15,38.345494,1
"1976",115,7.1,15,0.026871,0
"1977",16,6.4,15,28.734552,1
"1978",48,6.4,15,47.121859,1
"1979",35,6.2,15,40.334024,1
"1980",28,4.9,15,8.434601,1
"1981",50,6.3,15,55.001642,1
"1982",70,6.3,15,13.596911,1
"1983",21.15,4.8,15,25.635682,0
"1984",1.5,7.2,15,0.406035,1
"1985",40,6.7,15,25.288103,1
"1986",75,6.5,15,41.575141,1
"1987",72,6.9,15,18.208078,1
"1988",10,4.7,15,20.384136,1
"1989",35,5.2,15,60.400856,0
"1990",6,8.2,15,0.070147,0
"1991",10,7.3,15,0.488872,0
"1992",60,6.1,15,24.403552,1
"1993",31,6.9,15,24.185781,1
"1994",7,5.2,15,3.293258,1
"1995",72,6.9,15,27.807266,1
"1996",27,7.5,15,15.652637,1
"1997",25,6.6,15,36.845124,0
"1998",23,6.1,15,27.338033,1
"1999",46,5.7,15,93.607673,1
"2000",48,6.5,15,30.165536,1
"2001",30,6,15,80.936232,1
"2002",39,6.5,15,0.047239,0
"2003",24,6.3,15,13.903262,1
"2004",60,5.1,15,93.385515,1
"2005",30,5.8,15,18.001232,1
"2006",49,5.9,15,43.905746,1
"2007",5,6.2,15,16.017403,1
"2008",22,5.8,15,11.560259,1
"2009",137,6.4,15,32.13183,1
"2010",22,5.9,15,19.351569,1
"2011",1.7,7.5,15,35.930604,1
"2012",28,6.3,15,5.204007,0
"2013",34,5,15,19.693891,1
"2014",14,4.5,15,14.249005,1
"2015",11,5.6,15,13.276953,1
"2016",75,4.7,15,5.411999,1
"2017",32,6.4,15,40.219708,1
"2018",18,6.1,15,13.729742,1
"2019",75,5.5,15,45.207112,1
"2020",94,4.5,15,32.616869,1
"2021",57,5.9,15,25.543895,0
"2022",6,7.8,15,3.029081,1
"2023",15,6.9,15,0.353743,0
"2024",47,4.8,15,57.743062,1
"2025",14,5.4,15,10.397365,1
"2026",50,4.8,15,33.422806,1
"2027",13,6.5,15,16.929123,1
"2028",62,5.9,15,15.738632,1
"2029",5.5,7.1,15,1.292119,0
"2030",50,5.5,15,51.758599,1
"2031",18,6.1,15,6.290673,1
"2032",35,6.8,15,11.434216,1
"2033",30,6.1,15,10.965209,1
"2034",53,5.6,15,24.044532,1
"2035",25,5.4,15,17.292381,1
"2036",49,5.4,15,64.186502,0
"2037",0.7,7.2,15,1.141829,1
"2038",90,4.4,15,6.719973,1
"2039",35,6,15,13.264986,1
"2040",40,6.2,15,6.114237,1
"2041",60,5.5,15,32.095318,1
"2042",38,5.2,15,0.623374,1
"2043",11,5.3,15,13.558739,1
"2044",13,6.1,15,4.919896,0
"2045",33,6.8,15,7.496522,1
"2046",1,6.6,15,7.02294,1
"2047",70,4.7,15,112.952899,1
"2048",0.1,7.3,15,0.490475,1
"2049",5,6.4,15,5.308707,1
"2050",35,5.8,15,4.777007,0
"2051",22,2.2,15,4.273372,1
"2052",40,4.7,15,27.053815,0
"2053",0.25,6.9,15,4.186931,1
"2054",4.5,7.1,15,3.288164,1
"2055",5,7.1,15,0.517872,1
"2056",7,6.5,15,4.720371,1
"2057",25,4.9,15,5.516708,1
"2058",16,4.1,15,7.307756,1
"2059",35,5.4,15,33.357476,1
"2060",6,6.4,15,27.457409,1
"2061",7,4.7,15,10.097096,1
"2062",3,6.7,15,8.821782,1
"2063",20,6.4,15,0.66814,0
"2064",15,5.3,15,7.288451,1
"2065",11,4.6,15,23.978402,1
"2066",30,6.1,15,0.430313,1
"2067",23,6.6,15,36.696761,1
"2068",12,5.7,15,0.419414,0
"2069",38,5.5,15,22.770864,1
"2070",7,6.4,15,3.209481,0
"2071",17,3.9,15,3.10065,1
"2072",7,6.3,15,0.411034,1
"2073",13,6.1,15,22.235901,1
"2074",7,5.7,15,23.247539,1
"2075",13.5,6,15,0.687194,1
"2076",10,4.1,15,4.356743,1
"2077",2.5,6.5,15,0.405182,1
"2078",100,7.5,16,77.812,1
"2079",100,7.4,16,261.988482,0
"2080",139,7.3,16,403.706375,1
"2081",52,8.1,16,164.615351,1
"2082",3.3,8.7,16,7.563397,0
"2083",35,8.5,16,32.572577,0
"2084",11,7.4,16,41.227069,1
"2085",45,7.2,16,170.687518,1
"2086",8,7.6,16,45.064915,0
"2087",94,8.7,16,342.551365,1
"2088",48,7.1,16,129.128133,1
"2089",41,7,16,116.724075,1
"2090",84,5,16,153.288182,1
"2091",50,6.7,16,52.801,1
"2092",102,7.7,16,132.072926,1
"2093",4,7,16,4.05968,1
"2094",60,7.9,16,121.661683,1
"2095",35,7.7,16,54.234062,0
"2096",80,7.7,16,104.454762,1
"2097",38,6.2,16,127.223418,1
"2098",115,6.6,16,310.675583,1
"2099",75,7.2,16,78.122718,1
"2100",48,6.8,16,96.397334,1
"2101",46,7.2,16,67.355513,1
"2102",25,7.6,16,41.675994,1
"2103",78,7.2,16,93.149898,0
"2104",33,6.7,16,40.119709,0
"2105",20,7.5,16,1.203974,1
"2106",142,6.1,16,160.942139,0
"2107",140,6.1,16,190.418803,1
"2108",72,6.7,16,227.966634,1
"2109",19,7.7,16,22.245861,1
"2110",54,6.7,16,82.348319,0
"2111",5,6.6,16,241.438208,0
"2112",60,6.4,16,43.254409,1
"2113",59,7.6,16,176.387405,1
"2114",70,5.8,16,142.109382,1
"2115",80,7.2,16,145.794338,1
"2116",63,6.2,16,213.307889,1
"2117",13,7.1,16,46.566212,1
"2118",12,7.4,16,25.885,1
"2119",18,6.2,16,41.032915,1
"2120",140,7.1,16,38.176783,1
"2121",100,6.7,16,35.168966,0
"2122",6,6.4,16,21.005329,0
"2123",60,6.2,16,43.061982,1
"2124",60,5.5,16,91.047077,1
"2125",25,7.3,16,17.844216,1
"2126",35,5.5,16,30.113491,1
"2127",43,5.1,16,24.718164,1
"2128",47,6.2,16,14.970038,1
"2129",21,6.8,16,25.296447,0
"2130",30,7.1,16,41.385278,0
"2131",40,5.8,16,14.448589,1
"2132",31,7.9,16,53.710019,0
"2133",6.428966,8.1,16,0.169659,0
"2134",35,5.3,16,30.3368,1
"2135",32,6.5,16,35.74637,1
"2136",60,6.1,16,93.354851,1
"2137",38,5.7,16,40.007742,1
"2138",8,6.5,16,14.015786,1
"2139",5,7.7,16,13.060843,1
"2140",1.5,5.6,16,21.158188,1
"2141",80,7.1,16,73.280117,1
"2142",80,5.9,16,56.684819,1
"2143",15,4.1,16,30.354442,1
"2144",30,5.6,16,40.390647,1
"2145",115,6,16,40.914068,1
"2146",85,5.5,16,40.077257,1
"2147",50,5.8,16,126.293452,1
"2148",68,6.4,16,118.907036,1
"2149",55,5.1,16,94.011225,1
"2150",36,7.1,16,71.756802,1
"2151",4,6.7,16,6.532619,0
"2152",70,5.6,16,30.160161,1
"2153",42,6.3,16,41.543207,1
"2154",15,6.7,16,19.158074,1
"2155",38,5.1,16,85.846429,1
"2156",21,6.7,16,6.835856,1
"2157",8,6.8,16,1.641788,0
"2158",29,7.1,16,16.003576,1
"2159",30,7.2,16,65.016287,1
"2160",50,6.1,16,31.874869,1
"2161",13.5,7.4,16,15.854988,1
"2162",34,5.3,16,23.443124,1
"2163",10,5.8,16,32.983713,1
"2164",12,3.4,16,37.191304,1
"2165",12,6.8,16,31.597131,1
"2166",30,5.4,16,17.322606,1
"2167",17,5.6,16,37.950822,1
"2168",4,7.7,16,0.045289,0
"2169",15,5.4,16,47.811275,1
"2170",10,7.2,16,1.587173,0
"2171",60,5.3,16,50.547998,1
"2172",30,6.2,16,0.062536,1
"2173",13,5.9,16,28.972187,1
"2174",0.5,6.7,16,0.150277,1
"2175",2,6.8,16,0.410241,1
"2176",20,7,16,75.600072,1
"2177",10,3.6,16,0.007876,0
"2178",20,4.9,16,8.586376,1
"2179",20,6.2,16,12.398628,1
"2180",10,6.2,16,16.033556,1
"2181",16,7.2,16,16.346122,1
"2182",35,6.3,16,6.592103,0
"2183",15,6.6,16,9.059588,1
"2184",65,5.6,16,139.236327,1
"2185",45,6.5,16,66.818548,1
"2186",40,6.2,16,0.605562,1
"2187",26,5.2,16,36.985501,1
"2188",40,6.5,16,7.262288,1
"2189",16,6.6,16,4.839383,1
"2190",35,5.1,16,81.17256,0
"2191",8.5,5,16,28.563926,1
"2192",20,5.7,16,56.398162,1
"2193",50,6.4,16,26.199517,1
"2194",35,6.5,16,18.306166,0
"2195",12,6.3,16,75.782105,1
"2196",30,5.1,16,51.432423,1
"2197",85,5.5,16,38.082712,1
"2198",70,5.4,16,33.1056,1
"2199",18,7.2,16,0.764554,1
"2200",16,3.3,16,40.36353,1
"2201",15,6.9,16,8.378141,0
"2202",70,6.3,16,19.076815,1
"2203",1,7.2,16,2.00342,1
"2204",3.5,6.7,16,0.325661,0
"2205",25,5.8,16,38.230435,1
"2206",10,7.4,16,8.11136,0
"2207",27,6,16,69.599016,1
"2208",100,3.8,16,4.42008,1
"2209",12.5,7.3,16,21.078145,1
"2210",120,5.4,16,64.956806,1
"2211",7.5,7.2,16,10.460089,1
"2212",70,3,16,18.990798,1
"2213",60,6.1,16,30.063805,1
"2214",55,6.4,16,8.355815,0
"2215",29,5.3,16,16.930185,0
"2216",12,5.4,16,10.198766,1
"2217",10.6,5.4,16,22.163442,1
"2218",30,7.1,16,12.987647,0
"2219",17,4.8,16,12.840842,1
"2220",6,7.5,16,6.165429,0
"2221",4,7,16,0.562059,1
"2222",1.2,5.9,16,0.006073,0
"2223",20,5.8,16,48.430258,1
"2224",25,4.9,16,10.727683,1
"2225",3,7,16,5.844929,1
"2226",42,3.3,16,13.208023,0
"2227",35,4,16,16.988996,1
"2228",10,7,16,1.483975,0
"2229",11,5.3,16,4.814244,0
"2230",70,3.6,16,14.294842,1
"2231",60,5.9,16,32.122249,1
"2232",3.5,6.2,16,0.236266,1
"2233",7,6.6,16,2.062066,1
"2234",12.5,6.9,16,14.06095,1
"2235",25,6.4,16,10.103647,1
"2236",10,5.6,16,6.044618,1
"2237",9,7,16,4.681503,1
"2238",11,7.1,16,0.774317,0
"2239",60,6.1,16,22.433915,1
"2240",55,5.3,16,0.079161,0
"2241",60,4.8,16,5.350371,0
"2242",9,7.6,16,0.121756,0
"2243",2,4.8,16,2.506446,1
"2244",13,4.6,16,15.361537,1
"2245",8,6.5,16,27.362712,1
"2246",14,5.8,16,25.482931,1
"2247",10,5.6,16,30.307416,1
"2248",1.8,6.8,16,5.709616,0
"2249",11,5.4,16,3.034181,0
"2250",0.5,6.1,16,0.013134,1
"2251",17.5,6,16,0.043061,1
"2252",4,7.7,16,0.146402,0
"2253",11,6.5,16,11.411644,1
